"codigo","species","img"
"Oct-19(40).jpg","Anchoa","figs/2015/Otolitos_ Oct/Anchoa/Oct-19(40).jpg"
"Oct-19(46).jpg","Anchoa","figs/2015/Otolitos_ Oct/Anchoa/Oct-19(46).jpg"
"Oct-20(13).jpg","Anchoa","figs/2015/Otolitos_ Oct/Anchoa/Oct-20(13).jpg"
"Oct-20(9).jpg","Anchoa","figs/2015/Otolitos_ Oct/Anchoa/Oct-20(9).jpg"
"Oct-23(13).jpg","Anchoa","figs/2015/Otolitos_ Oct/Anchoa/Oct-23(13).jpg"
"Oct-23(14).jpg","Anchoa","figs/2015/Otolitos_ Oct/Anchoa/Oct-23(14).jpg"
"Oct-23(15).jpg","Anchoa","figs/2015/Otolitos_ Oct/Anchoa/Oct-23(15).jpg"
"Oct-23(16).jpg","Anchoa","figs/2015/Otolitos_ Oct/Anchoa/Oct-23(16).jpg"
"Oct-23(7).jpg","Anchoa","figs/2015/Otolitos_ Oct/Anchoa/Oct-23(7).jpg"
"Oct-49(2).jpg","Anchoa","figs/2015/Otolitos_ Oct/Anchoa/Oct-49(2).jpg"
"Oct-49(8).jpg","Anchoa","figs/2015/Otolitos_ Oct/Anchoa/Oct-49(8).jpg"
"Oct-61(1).jpg","Anchoa","figs/2015/Otolitos_ Oct/Anchoa/Oct-61(1).jpg"
"Oct-46(1).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-46(1).jpg"
"Oct-46(2).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-46(2).jpg"
"Oct-46(3).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-46(3).jpg"
"Oct-46(4).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-46(4).jpg"
"Oct-57(1).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-57(1).jpg"
"Oct-58(10).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-58(10).jpg"
"Oct-58(11).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-58(11).jpg"
"Oct-58(12).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-58(12).jpg"
"Oct-58(13).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-58(13).jpg"
"Oct-58(15).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-58(15).jpg"
"Oct-58(2).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-58(2).jpg"
"Oct-58(3).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-58(3).jpg"
"Oct-58(4).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-58(4).jpg"
"Oct-58(5).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-58(5).jpg"
"Oct-58(6).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-58(6).jpg"
"Oct-58(7).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-58(7).jpg"
"Oct-58(8).jpg","Caranx","figs/2015/Otolitos_ Oct/Caranx/Oct-58(8).jpg"
"Oct-24(1).jpg","Chromis atrilobata","figs/2015/Otolitos_ Oct/Chromis atrilobata/Oct-24(1).jpg"
"Oct-30(6).jpg","Chromis atrilobata","figs/2015/Otolitos_ Oct/Chromis atrilobata/Oct-30(6).jpg"
"Oct-49(3).jpg","Chromis atrilobata","figs/2015/Otolitos_ Oct/Chromis atrilobata/Oct-49(3).jpg"
"Oct-61(2).jpg","Chromis atrilobata","figs/2015/Otolitos_ Oct/Chromis atrilobata/Oct-61(2).jpg"
"Oct-63(1).jpg","Chromis atrilobata","figs/2015/Otolitos_ Oct/Chromis atrilobata/Oct-63(1).jpg"
"Oct-19(20).jpg","Diplectrum","figs/2015/Otolitos_ Oct/Diplectrum/Oct-19(20).jpg"
"Oct-19(32).jpg","Diplectrum","figs/2015/Otolitos_ Oct/Diplectrum/Oct-19(32).jpg"
"Oct-19(44).jpg","Diplectrum","figs/2015/Otolitos_ Oct/Diplectrum/Oct-19(44).jpg"
"Oct-19(62).jpg","Diplectrum","figs/2015/Otolitos_ Oct/Diplectrum/Oct-19(62).jpg"
"Oct-19(7).jpg","Diplectrum","figs/2015/Otolitos_ Oct/Diplectrum/Oct-19(7).jpg"
"Oct-20(12).jpg","Diplectrum","figs/2015/Otolitos_ Oct/Diplectrum/Oct-20(12).jpg"
"Oct-22(11).jpg","Diplectrum","figs/2015/Otolitos_ Oct/Diplectrum/Oct-22(11).jpg"
"Oct-19(12).jpg","Epinephelus","figs/2015/Otolitos_ Oct/Epinephelus/Oct-19(12).jpg"
"Oct-19(17).jpg","Epinephelus","figs/2015/Otolitos_ Oct/Epinephelus/Oct-19(17).jpg"
"Oct-19(25).jpg","Epinephelus","figs/2015/Otolitos_ Oct/Epinephelus/Oct-19(25).jpg"
"Oct-23(22).jpg","Epinephelus","figs/2015/Otolitos_ Oct/Epinephelus/Oct-23(22).jpg"
"Oct-23(5).jpg","Epinephelus","figs/2015/Otolitos_ Oct/Epinephelus/Oct-23(5).jpg"
"Oct-23(9).jpg","Epinephelus","figs/2015/Otolitos_ Oct/Epinephelus/Oct-23(9).jpg"
"Oct-30(3).jpg","Epinephelus","figs/2015/Otolitos_ Oct/Epinephelus/Oct-30(3).jpg"
"Oct-30(4).jpg","Epinephelus","figs/2015/Otolitos_ Oct/Epinephelus/Oct-30(4).jpg"
"Oct-30(5).jpg","Epinephelus","figs/2015/Otolitos_ Oct/Epinephelus/Oct-30(5).jpg"
"Oct-30(7).jpg","Epinephelus","figs/2015/Otolitos_ Oct/Epinephelus/Oct-30(7).jpg"
"Oct-49(12).jpg","Epinephelus","figs/2015/Otolitos_ Oct/Epinephelus/Oct-49(12).jpg"
"Oct-18(1).jpg","Hemanthias ","figs/2015/Otolitos_ Oct/Hemanthias /Oct-18(1).jpg"
"Oct-19(42).jpg","Hemanthias ","figs/2015/Otolitos_ Oct/Hemanthias /Oct-19(42).jpg"
"Oct-23(17).jpg","Hemanthias ","figs/2015/Otolitos_ Oct/Hemanthias /Oct-23(17).jpg"
"Oct-03(3).jpg","Lepophidion","figs/2015/Otolitos_ Oct/Lepophidion/Oct-03(3).jpg"
"Oct-13(2).jpg","Lutjanus peru","figs/2015/Otolitos_ Oct/Lutjanus peru/Oct-13(2).jpg"
"Oct-13(3).jpg","Lutjanus peru","figs/2015/Otolitos_ Oct/Lutjanus peru/Oct-13(3).jpg"
"Oct-13(4).jpg","Lutjanus peru","figs/2015/Otolitos_ Oct/Lutjanus peru/Oct-13(4).jpg"
"Oct-13(6).jpg","Lutjanus peru","figs/2015/Otolitos_ Oct/Lutjanus peru/Oct-13(6).jpg"
"Oct-18(4).jpg","Lutjanus peru","figs/2015/Otolitos_ Oct/Lutjanus peru/Oct-18(4).jpg"
"Oct-19(26).jpg","Lutjanus peru","figs/2015/Otolitos_ Oct/Lutjanus peru/Oct-19(26).jpg"
"Oct-19(28).jpg","Lutjanus peru","figs/2015/Otolitos_ Oct/Lutjanus peru/Oct-19(28).jpg"
"Oct-19(41).jpg","Lutjanus peru","figs/2015/Otolitos_ Oct/Lutjanus peru/Oct-19(41).jpg"
"Oct-28(1).jpg","Lutjanus peru","figs/2015/Otolitos_ Oct/Lutjanus peru/Oct-28(1).jpg"
"Oct-43(1).jpg","Lutjanus peru","figs/2015/Otolitos_ Oct/Lutjanus peru/Oct-43(1).jpg"
"Oct-60(5).jpg","Lutjanus peru","figs/2015/Otolitos_ Oct/Lutjanus peru/Oct-60(5).jpg"
"Oct-13(1).jpg","Lutjanus sp","figs/2015/Otolitos_ Oct/Lutjanus sp/Oct-13(1).jpg"
"Oct-13(5).jpg","Lutjanus sp","figs/2015/Otolitos_ Oct/Lutjanus sp/Oct-13(5).jpg"
"Oct-05(1).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-05(1).jpg"
"Oct-05(2).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-05(2).jpg"
"Oct-09(2).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-09(2).jpg"
"Oct-37(1).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-37(1).jpg"
"Oct-37(2).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-37(2).jpg"
"Oct-38(1).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-38(1).jpg"
"Oct-38(10).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-38(10).jpg"
"Oct-38(2).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-38(2).jpg"
"Oct-38(3).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-38(3).jpg"
"Oct-38(4).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-38(4).jpg"
"Oct-38(5).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-38(5).jpg"
"Oct-38(6).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-38(6).jpg"
"Oct-38(7).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-38(7).jpg"
"Oct-38(8).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-38(8).jpg"
"Oct-38(9).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-38(9).jpg"
"Oct-39(1).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-39(1).jpg"
"Oct-39(2).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-39(2).jpg"
"Oct-39(4).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-39(4).jpg"
"Oct-43(2).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-43(2).jpg"
"Oct-43(3).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-43(3).jpg"
"Oct-44(1).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-44(1).jpg"
"Oct-45(2).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-45(2).jpg"
"Oct-50(2).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-50(2).jpg"
"Oct-51(2).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-51(2).jpg"
"Oct-51(6).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-51(6).jpg"
"Oct-51(8).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-51(8).jpg"
"Oct-51(9).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-51(9).jpg"
"Oct-54(1).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-54(1).jpg"
"Oct-54(2).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-54(2).jpg"
"Oct-55(1).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-55(1).jpg"
"Oct-58(14).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-58(14).jpg"
"Oct-60(1).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-60(1).jpg"
"Oct-60(3).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-60(3).jpg"
"Oct-60(4).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-60(4).jpg"
"Oct-64(1).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-64(1).jpg"
"Oct-64(2).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-64(2).jpg"
"Oct-64(3).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-64(3).jpg"
"Oct-64(4).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-64(4).jpg"
"Oct-64(6).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-64(6).jpg"
"Oct-66(1).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-66(1).jpg"
"Oct-66(2).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-66(2).jpg"
"Oct-66(3).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-66(3).jpg"
"Oct-66(4).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-66(4).jpg"
"Oct-67(4).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-67(4).jpg"
"Oct-67(7).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-67(7).jpg"
"Oct-67(8).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-67(8).jpg"
"Oct-67(9).jpg","Opisthonema berlangai","figs/2015/Otolitos_ Oct/Opisthonema berlangai/Oct-67(9).jpg"
"Oct-06(1).jpg","Opisthosnathus galapaguensis ","figs/2015/Otolitos_ Oct/Opisthosnathus galapaguensis /Oct-06(1).jpg"
"Oct-08(1).jpg","Opisthosnathus galapaguensis ","figs/2015/Otolitos_ Oct/Opisthosnathus galapaguensis /Oct-08(1).jpg"
"Oct-30(2).jpg","Opisthosnathus galapaguensis ","figs/2015/Otolitos_ Oct/Opisthosnathus galapaguensis /Oct-30(2).jpg"
"Oct-52(2).jpg","Opisthosnathus galapaguensis ","figs/2015/Otolitos_ Oct/Opisthosnathus galapaguensis /Oct-52(2).jpg"
"Oct-19(57).jpg","Paralabrax","figs/2015/Otolitos_ Oct/Paralabrax/Oct-19(57).jpg"
"Oct-19(63).jpg","Paralabrax","figs/2015/Otolitos_ Oct/Paralabrax/Oct-19(63).jpg"
"Oct-20(6).jpg","Paralabrax","figs/2015/Otolitos_ Oct/Paralabrax/Oct-20(6).jpg"
"Oct-58(9).jpg","Paralabrax","figs/2015/Otolitos_ Oct/Paralabrax/Oct-58(9).jpg"
"Oct-03(2).jpg","Paranthias colonus","figs/2015/Otolitos_ Oct/Paranthias colonus/Oct-03(2).jpg"
"Oct-19(55).jpg","Paranthias colonus","figs/2015/Otolitos_ Oct/Paranthias colonus/Oct-19(55).jpg"
"Oct-20(14).jpg","Paranthias colonus","figs/2015/Otolitos_ Oct/Paranthias colonus/Oct-20(14).jpg"
"Oct-20(16).jpg","Paranthias colonus","figs/2015/Otolitos_ Oct/Paranthias colonus/Oct-20(16).jpg"
"Oct-33(1).jpg","Paranthias colonus","figs/2015/Otolitos_ Oct/Paranthias colonus/Oct-33(1).jpg"
"Oct-33(2).jpg","Paranthias colonus","figs/2015/Otolitos_ Oct/Paranthias colonus/Oct-33(2).jpg"
"Oct-33(3).jpg","Paranthias colonus","figs/2015/Otolitos_ Oct/Paranthias colonus/Oct-33(3).jpg"
"Oct-33(4).jpg","Paranthias colonus","figs/2015/Otolitos_ Oct/Paranthias colonus/Oct-33(4).jpg"
"Oct-52(1).jpg","Paranthias colonus","figs/2015/Otolitos_ Oct/Paranthias colonus/Oct-52(1).jpg"
"Oct-04(1).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-04(1).jpg"
"Oct-04(2).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-04(2).jpg"
"Oct-12(3).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-12(3).jpg"
"Oct-18(10).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-18(10).jpg"
"Oct-18(13).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-18(13).jpg"
"Oct-18(14).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-18(14).jpg"
"Oct-18(16).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-18(16).jpg"
"Oct-18(17).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-18(17).jpg"
"Oct-18(5).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-18(5).jpg"
"Oct-18(8).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-18(8).jpg"
"Oct-18(9).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-18(9).jpg"
"Oct-19(33).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-19(33).jpg"
"Oct-19(34).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-19(34).jpg"
"Oct-19(37).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-19(37).jpg"
"Oct-19(38).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-19(38).jpg"
"Oct-19(39).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-19(39).jpg"
"Oct-19(43).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-19(43).jpg"
"Oct-19(45).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-19(45).jpg"
"Oct-19(50).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-19(50).jpg"
"Oct-19(67).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-19(67).jpg"
"Oct-20(2).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-20(2).jpg"
"Oct-20(5).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-20(5).jpg"
"Oct-20(7).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-20(7).jpg"
"Oct-20(8).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-20(8).jpg"
"Oct-22(6).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-22(6).jpg"
"Oct-23(1).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-23(1).jpg"
"Oct-23(18).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-23(18).jpg"
"Oct-23(23).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-23(23).jpg"
"Oct-23(24).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-23(24).jpg"
"Oct-23(3).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-23(3).jpg"
"Oct-23(8).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-23(8).jpg"
"Oct-30(1).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-30(1).jpg"
"Oct-49(13).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-49(13).jpg"
"Oct-49(14).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-49(14).jpg"
"Oct-49(15).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-49(15).jpg"
"Oct-49(16).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-49(16).jpg"
"Oct-49(5).jpg","Pontinus clemensi","figs/2015/Otolitos_ Oct/Pontinus clemensi/Oct-49(5).jpg"
"Oct-15(1).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos_ Oct/Pronotogrammus multifasciatus/Oct-15(1).jpg"
"Oct-19(21).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos_ Oct/Pronotogrammus multifasciatus/Oct-19(21).jpg"
"Oct-19(47).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos_ Oct/Pronotogrammus multifasciatus/Oct-19(47).jpg"
"Oct-19(52).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos_ Oct/Pronotogrammus multifasciatus/Oct-19(52).jpg"
"Oct-19(64).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos_ Oct/Pronotogrammus multifasciatus/Oct-19(64).jpg"
"Oct-20(15).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos_ Oct/Pronotogrammus multifasciatus/Oct-20(15).jpg"
"Oct-20(17).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos_ Oct/Pronotogrammus multifasciatus/Oct-20(17).jpg"
"Oct-22(13).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos_ Oct/Pronotogrammus multifasciatus/Oct-22(13).jpg"
"Oct-27(3).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos_ Oct/Pronotogrammus multifasciatus/Oct-27(3).jpg"
"Oct-49(7).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos_ Oct/Pronotogrammus multifasciatus/Oct-49(7).jpg"
"Oct-53(1).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos_ Oct/Pronotogrammus multifasciatus/Oct-53(1).jpg"
"Oct-18(2).jpg","Sebastes","figs/2015/Otolitos_ Oct/Sebastes/Oct-18(2).jpg"
"Oct-19(54).jpg","Sebastes","figs/2015/Otolitos_ Oct/Sebastes/Oct-19(54).jpg"
"Oct-19(56).jpg","Sebastes","figs/2015/Otolitos_ Oct/Sebastes/Oct-19(56).jpg"
"Oct-19(58).jpg","Sebastes","figs/2015/Otolitos_ Oct/Sebastes/Oct-19(58).jpg"
"Oct-19(60).jpg","Sebastes","figs/2015/Otolitos_ Oct/Sebastes/Oct-19(60).jpg"
"Oct-19(61).jpg","Sebastes","figs/2015/Otolitos_ Oct/Sebastes/Oct-19(61).jpg"
"Oct-20(11).jpg","Sebastes","figs/2015/Otolitos_ Oct/Sebastes/Oct-20(11).jpg"
"Oct-20(3).jpg","Sebastes","figs/2015/Otolitos_ Oct/Sebastes/Oct-20(3).jpg"
"Oct-23(26).jpg","Sebastes","figs/2015/Otolitos_ Oct/Sebastes/Oct-23(26).jpg"
"Oct-24(2).jpg","Sebastes","figs/2015/Otolitos_ Oct/Sebastes/Oct-24(2).jpg"
"Oct-24(3).jpg","Sebastes","figs/2015/Otolitos_ Oct/Sebastes/Oct-24(3).jpg"
"Oct-27(1).jpg","Sebastes","figs/2015/Otolitos_ Oct/Sebastes/Oct-27(1).jpg"
"Oct-12(1).jpg","Selar crumenophthalmus","figs/2015/Otolitos_ Oct/Selar crumenophthalmus/Oct-12(1).jpg"
"Oct-12(2).jpg","Selar crumenophthalmus","figs/2015/Otolitos_ Oct/Selar crumenophthalmus/Oct-12(2).jpg"
"Oct-23(19).jpg","Selar crumenophthalmus","figs/2015/Otolitos_ Oct/Selar crumenophthalmus/Oct-23(19).jpg"
"Oct-23(20).jpg","Selar crumenophthalmus","figs/2015/Otolitos_ Oct/Selar crumenophthalmus/Oct-23(20).jpg"
"Oct-23(21).jpg","Selar crumenophthalmus","figs/2015/Otolitos_ Oct/Selar crumenophthalmus/Oct-23(21).jpg"
"Oct-23(25).jpg","Selar crumenophthalmus","figs/2015/Otolitos_ Oct/Selar crumenophthalmus/Oct-23(25).jpg"
"Oct-23(27).jpg","Selar crumenophthalmus","figs/2015/Otolitos_ Oct/Selar crumenophthalmus/Oct-23(27).jpg"
"Oct-23(6).jpg","Selar crumenophthalmus","figs/2015/Otolitos_ Oct/Selar crumenophthalmus/Oct-23(6).jpg"
"Oct-19(18).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-19(18).jpg"
"Oct-31(1).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-31(1).jpg"
"Oct-31(10).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-31(10).jpg"
"Oct-31(11).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-31(11).jpg"
"Oct-31(12).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-31(12).jpg"
"Oct-31(13).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-31(13).jpg"
"Oct-31(14).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-31(14).jpg"
"Oct-31(15).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-31(15).jpg"
"Oct-31(2).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-31(2).jpg"
"Oct-31(3).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-31(3).jpg"
"Oct-31(4).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-31(4).jpg"
"Oct-31(5).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-31(5).jpg"
"Oct-31(6).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-31(6).jpg"
"Oct-31(7).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-31(7).jpg"
"Oct-31(8).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-31(8).jpg"
"Oct-31(9).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-31(9).jpg"
"Oct-45(1).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-45(1).jpg"
"Oct-45(3).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-45(3).jpg"
"Oct-45(4).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-45(4).jpg"
"Oct-49(4).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-49(4).jpg"
"Oct-51(1).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-51(1).jpg"
"Oct-51(3).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-51(3).jpg"
"Oct-51(4).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-51(4).jpg"
"Oct-51(5).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-51(5).jpg"
"Oct-51(7).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-51(7).jpg"
"Oct-64(5).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-64(5).jpg"
"Oct-64(7).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-64(7).jpg"
"Oct-64(8).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-64(8).jpg"
"Oct-67(1).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-67(1).jpg"
"Oct-67(10).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-67(10).jpg"
